id,title,revenue,vote_average,imdb_id,original_title,overview,popularity,poster_path,genres,keywords,release_date
1434766,Le conte de Monte-Carlo,0,6.0,,Le conte de Monte-Carlo,"Join Sebastien Ogier, future ten-time winner of the Monte Carlo Rally, on his reconnaissance drives. Enjoy Sébastien Loeb's expert commentary, get an insider's view of how a team works with young Adrien Fourmaux, and share the thrill of the ever-spectacular night stages with the fans...",2.729,/nz0AnC7AxqiBwiD5QHcAVHeGVBZ.jpg,Documentary,"sports documentary, monte carlo rally, car driver, race driving, documentary short, rally car",2025-02-15
1434550,Tree Roots Through Concrete,0,10.0,,Tree Roots Through Concrete,"As Samay nears his thirtieth birthday, he and his girlfriend Meenakshi embark on a road trip to a tranquil hill spot on a Saturday afternoon. Between winding roads and quiet moments, their conversations unravel reflections on life’s twists and turns—career choices, societal expectations, relationships, and the delicate balance between personal aspirations and external pressures. A journey filled with warmth, scenic beauty, and unfiltered thoughts, Tree Roots Through Concrete captures the essence of love, change, and the pursuit of meaning.",2.438,/AdthUxQ2Ulc60HK6ZodT2wBUVF6.jpg,"Drama, Romance","conversation, road trip, couple, turning thirty, hills, career goals, change career, car ride",2025-02-15
1431007,Daily Worker,0,8.75,,Daily Worker,"Digitizing union newspapers in the quiet of a dark room, a filmmaker reflects on their relationship to labor.",2.745,,Documentary,,2025-02-15
1429796,"Pickles, Pickles, Pickles",0,10.0,tt34510524,"Pickles, Pickles, Pickles","The Portland Pickles are upending the entertainment world without compromising the essence of America’s pastime.  As the #1 attended collegiate wood bat team in America, they draw fans from all walks of life with a bold embrace of local culture and community spirit.  Experience the beauty, excitement, and passion of local summer baseball with the next wave of MLB stars.",2.439,/dgXGiiJVqAufF7Q5MwL3vOu4H6L.jpg,Documentary,"baseball, portland, oregon, sports documentary, joyful",2025-02-15
1418957,When Lightning Flashes Over the Sea,0,10.0,tt34728948,When Lightning Flashes Over the Sea,"A widow who cares for stray cats, a boy who loves the sea, a philosopher marked by life ... Eva Neymann shows the inhabitants of Odessa with gentleness and care, trying to find out what they dream of when the war has destroyed all certainty.",2.705,/mqU7Z5HPSUewsjPDyCcAdNl70vm.jpg,Documentary,"odesa, ukraine, creative documentary",2025-02-15
1414166,Return to Office,0,6.3,tt35304920,Return to Office,"After making the return to the office on a hybrid schedule, two coworkers known to each other only as Ms. Monday and Mr. Tuesday start sending friendly notes, sparking an office romance.",4.359,/c3jlfz1Zc8Ea9xS5IV45unSQ1e3.jpg,"TV Movie, Comedy, Romance",,2025-02-15
1256192,Ari,0,7.0,tt31869782,Ari,"Right in the middle of a school inspector’s visit, Ari, a 27-year-old student teacher, collapses. Angry with him for being a failure, his father kicks him out of the house. Emotionally raw, and alone in the city, Ari reluctantly forces himself to rekindle his relationships with old friends. As his memories of the previous months successively ebb and flow, Ari discovers that other people aren’t doing as well as he imagined, and that perhaps he has been sleepwalking through his own life.",2.716,/hb7unHytJCkXBqzd2SzicH2ZJoC.jpg,Drama,,2025-02-15
1134463,Dreams,0,7.0,tt31710990,Dreams,"Believing his lover will support him, a young Mexican ballet dancer crosses the border to pursue his dreams in San Francisco. But as ambition and love clash with harsh realities, he must face the true nature of their relationship.",2.762,/npO1ULL0E7yAll5pizvlGsrsxbA.jpg,"Drama, Romance",,2025-02-15
1193115,Out of Control,0,6.3,tt30826062,Dis-moi juste que tu m'aimes,"Julien and Marie have enjoyed 15 years of seemingly stable marriage until Anaëlle, Julien’s childhood flame, returns. Her sudden presence awakens old insecurities in Marie, who begins to doubt Julien’s devotion and question her self-worth. Amid this emotional storm, Marie is drawn to Thomas, a charismatic stranger who offers her the validation she craves.",5.846,/tFYWCIxohuN3GzNw7RoPGuMzLqg.jpg,"Drama, Thriller",,2025-02-19
1125899,Cleaner,0,7.3,tt27812086,Cleaner,"When a group of radical activists take over an energy company's annual gala, seizing 300 hostages, an ex-soldier turned window cleaner suspended 50 storeys up on the outside of the building must save those trapped inside, including her younger brother.",10.381,/mwzDApMZAGeYCEVjhegKvCzDX0W.jpg,"Action, Thriller",,2025-02-19
1096642,The Ties That Bind Us,0,6.6,tt33030403,L’attachement,"A young single father trying to find the strength to love. A feminist librarian, single by conviction, who’s decided that she won’t be a mother. A six-year-old child trying to find a place in a new family structure. By revealing their aspirations, their fears, their choices, Carine Tardieu depicts different ways in which humans create families.",7.898,/cWz5Y1DjP4JIlASgdEUwhbbzWCg.jpg,Drama,,2025-02-19
1439072,Slushy Noobz Out of Character - The Documentary (Part 2),0,10.0,,Slushy Noobz Out of Character - The Documentary (Part 2),"Part 2 pulls you into the unspoken moments, a raw dance of creation. The camera doesn’t guide—it lingers, picking up fragments of a story that can’t be told, only felt. In the background, decisions are made, plans shift, and something greater emerges, veiled in the sweat and uncertainty of those who dare to build it. There's no glory in these moments—only the quiet hum of progress.",0.0,/9CS4bCWQINTxLxxnFLS3bSFLl9n.jpg,,"documentary, youtuber",2025-02-18
1437098,The Great Southern Country,0,10.0,,The Great Southern Country,"It was Lachlan Morton’s greatest feat of endurance yet. Last September, Lachy set a new Around Australia Record, riding 14,200-kilometers around his home country in just 30 days, nine hours, and 59 minutes. That’s more than 460 kilometers per day, every day, for a month. Lachy’s brother Gus was there with him for the ride, filming all of his pre-dawn starts, the lonely time trials down outback highways, headwinds, tailwinds, gas station meals, and all of the people who Lachlan met along the way. The Great Southern Country, our film about Lachlan's Around Australia Record, presented by Cannondale and POC, is a story of endurance, how great challenges bring people together. And it is a story about Australia in all of its rugged beauty.",3.471,/4BhxgGW2rOpokBZDepl2fdx94sv.jpg,Documentary,,2025-02-18
1433613,"La banlieue, c’est le paradis",0,5.5,,"La banlieue, c’est le paradis","In the 1960s, the suburbs were meant to be modern havens for newcomers from rural France, Portugal, Spain, North Africa, and Africa, helping rebuild post-war France. Large housing complexes symbolized this ideal, offering comfort, heating, and electricity. But by the 1980s, disillusionment set in as economic crisis, unemployment, poverty, crime, racism, and police violence took hold. Mohamed Bouhafsi tells the story of a dream that didn’t last.",4.139,/cHjtih4dbzoVTH6TAFJwy5J22oY.jpg,"Documentary, TV Movie, History",,2025-02-18
1425201,Rosebud Baker: The Mother Lode,0,8.0,tt35510818,Rosebud Baker: The Mother Lode,Rosebud Baker delivers a raw and hilarious look at motherhood in all its chaotic beauty — filmed both before and after giving birth.,30.958,/pXtFoZR2YQv1jka1m2mpmB9jUz7.jpg,Comedy,stand-up comedy,2025-02-18
1418522,Delicious,0,7.0,tt32047217,Delicious,"A wealthy German family hires a young woman as a maid during their summer holiday in Provence. Gradually, the life of the entire family changes – with dramatic consequences.",4.11,/fqSJy99qKjwnDP2aykHg2h5pFRQ.jpg,Drama,,2025-02-18
1415597,Bedrock,0,6.0,tt35450659,Bedrock,"Bedrock is a psychological journey across today’s Poland that weaves together stories of Poles living on Holocaust sites. Through a series of intimate encounters, this poetic film looks at the unsettling contradictions people learn to live with.",4.008,/ltVmHvxXVHStYJC3Pf5K4Ju6VNY.jpg,Documentary,,2025-02-18
1339361,The Message,0,6.0,tt35499146,El mensaje,"In the Argentinian countryside, a child's special gift gives her opportunistic guardians the idea of offering consultations with her as an animal medium in order to earn a living.",4.646,/vdvvOUjD1OrGQ2CEC7pXVJN6Owq.jpg,Drama,,2025-02-18
1299655,Blue Moon,0,6.0,tt32536315,Blue Moon,"On the evening of March 31, 1943, legendary lyricist Lorenz Hart confronts his shattered self-confidence in Sardi’s bar as his former collaborator Richard Rodgers celebrates the opening night of his ground-breaking hit musical “Oklahoma!”.",4.234,/cfFTabNrJDygnAfkqk0HnxAG5aO.jpg,"Drama, Music, History","lyricist, 1940s",2025-02-18
1436693,ESPELHO (performance),0,10.0,,ESPELHO (performance),,3.447,/7Y3n4WBIl0riOTEDADwJVoGhfGU.jpg,"Drama, Thriller","religious film, debut, black, thriller, drama",2025-02-17
1436295,A Devilish Taste,62,8.0,,A Devilish Taste,A young ingenue moves to Pittsburgh and befriends an acclaimed soup chef. But he soon realizes - everything is not as it seems!,3.471,/u6AM1TzPhyooU4AnInXpO5vHv2X.jpg,"Horror, Comedy",,2025-02-17
1436097,Speciale Ulisse - La Sicilia di Montalbano,0,10.0,,Speciale Ulisse - La Sicilia di Montalbano,"Alberto Angela celebrates the centenary of Andrea Camilleri's birth with a trip to the places of Inspector Montalbano, including Scicli, Ragusa and the Valley of the Temples, meeting the cast of the series and paying homage to the writer.",3.471,/sz05sq0LQQu3rzrgP7TAhPIc4YA.jpg,Documentary,,2025-02-17
1435902,La guerre des étoiles,0,6.0,tt35824975,La guerre des étoiles,"A very special memory from Academy Award nominee Coralie Fargeat writer, director, and producer of THE SUBSTANCE, debuted by Letterboxd on 17 February 2025.  “30 years ago, when I was 17 years old, I made a little Star Wars film.  Using my family's camcorder, I animated my toys frame by frame in stop motion, disguised my friends as Ewoks and stormtroopers, and edited on a VHS video recorder (which was the top device at the time!).  It was such an amateur endeavor, but everything I loved about making films was already there… It was the place where I felt free, passionate and alive, and able to fully express myself. It’s after I made this little film that I knew that I wanted to be a director...  Today as I am nominated for Best Director,  I can’t help but remember this little film...  Follow your dreams!” —Coralie Fargeat",3.783,/piSEhES2tmMtAJOv7BMayadiaJx.jpg,"Science Fiction, Comedy, Animation",,2025-02-17
1435494,AEW ROH Global Wars Australia,0,6.0,tt35726535,AEW ROH Global Wars Australia,"American promotion of All Elite Wrestling (AEW) and Ring of Honor (ROH) will occur at the Brisbane Entertainment Centre in Brisbane, Queensland, Australia on February 15, 2025.",3.506,/7ALUvbnJQr7HYq4WWYpNfFGRh7Z.jpg,,,2025-02-17
1435445,Candice Renoir - Ailleurs l'herbe est plus verte,0,8.0,,Candice Renoir - Ailleurs l'herbe est plus verte,,3.744,/hw0EsXRS55H19LXRS2pKz4gwtiS.jpg,"TV Movie, Comedy",,2025-02-17
1433947,Who Is Luigi Mangione?,0,5.4,tt35816740,Who Is Luigi Mangione?,"Writings and social media posts help to reveal the secret life and troubles of Luigi Mangione, the man accused of the brazen murder of United Healthcare CEO Brian Thompson and whom so many people are calling a hero.",5.432,/lfGZ8tjK4HVTRjmD5X9JIKDepGC.jpg,Documentary,"aftercreditsstinger, investigative journalism, semi-biographical, media influence, true crime documentary",2025-02-17
1429886,We Beat the Dream Team,0,7.8,tt35669835,We Beat the Dream Team,"Discover the little-known story of a group of college basketball players who were tasked with preparing Larry Bird, Magic Johnson, and Michael Jordan and the rest of the legendary ""Dream Team"" for their Olympic debut in 1992.",5.143,/s20mEUmIarIjDFf4IBfDKY5fkrv.jpg,Documentary,"olympic games, basketball, sports documentary, 1990s",2025-02-17
1418520,The Heart Is a Muscle,0,5.0,tt34713196,The Heart Is a Muscle,"At a barbecue, Ryan’s five-year-old son briefly goes missing. Ryan’s violent reaction to this scare sets off a chain of events and unearths secrets from the past. A journey of self-discovery and forgiveness begins.",3.484,/9Z3GHCiaqzy7lcTv1L2iggGF7Kb.jpg,Drama,,2025-02-17
1438230,Hearts of Cardboard,0,10.0,,Hearts of Cardboard,"Watch what happens as two clowns put on their show, Mr. Cardboard, every day for a month at the Edinburgh Fringe festival.",1.96,/hi6DNgpuB0PZU9wcay2Le5IcZGS.jpg,Documentary,,2025-02-21
1438140,The Vice,0,10.0,,The Vice,"Set in Los Angeles, two men involved in a mafia case sets a game of survival for the both of them.",1.96,/o8UxAxTjFv6BwW0eYgsbLaDUD9D.jpg,"Crime, Thriller",short film,2025-02-21
1438046,the making of liked,0,6.0,,the making of liked,"Director Kylie Roseanne takes us behind the scenes of the horror short film, ""liked"".",3.842,/akKwdrLCbgEq6h8ywiap4C53dnn.jpg,"Documentary, Horror",,2025-02-21
1438016,The SwissGrip Project,0,10.0,,The SwissGrip Project,"In February of 1997, two student filmmakers disappeared in the woods near Black Mountain, North Carolina while shooting a documentary. They were looking for an urban legend known as 'SwissGrip.'",2.744,/4ay9RiGCoown8bJJUqFMXdhb4DI.jpg,"Horror, Thriller, Documentary",,2025-02-21
1437733,Bref. Good Friends,0,7.0,,Bref. De bons amis,"The story of the incredible friendship between Kyan and Navo: from their teenage years and their debut in stand-up to the creation of Bref.'s first season, their inspirations and their extended universe. A decade later, the documentary chronicles a new chapter in this creative collaboration and their return for Season 2. It unveils their inspirations, challenges, and shared victories. Enriched by intimate testimonials from their close collaborators, including Harry Tordjman, Alice David, Jonathan Cohen, Gringe, Baptiste Lecaplain, Clément Cotentin, Keyvan Khojandi, and Anna Apter, the documentary is above all a celebration of creativity and human connections.",2.744,/sBbkssBa3DQaWSHSNyDaz7bmmLp.jpg,Documentary,,2025-02-21
1437631,"Alien, Terror in Space",0,8.0,tt35882130,"Alien, terreur sur grand écran","In space, no one can hear you scream! the catchy slogan that accompanies Alien sums up the unprecedented stakes of this film that will mark the history of cinema. In 1979, for the first time on screens, a mainstream feature film will mix two distinct worlds of genre cinema: science fiction and horror. Ridley Scott forever shakes up the cinematic landscape by plunging the audience into anguish with his oppressive universe and his iconic monster. The documentary looks back at the lasting impact of this masterpiece, exploring Scott’s audacity and the genesis of his unique aesthetic. In the claustrophobic corridors of the Nostromo spaceship, the heroine, played by Sigourney Weaver, becomes the first strong female figure to redefine the conventions of the genre, far from the clichés of the time. By revisiting the film's key sequences, the documentary shows how Alien explores profound themes such as survival and dehumanization, while reflecting a scathing critique of the capitalist system.",2.744,/3WHBd1E53eyYl4526tIBdUV3SqO.jpg,"Documentary, TV Movie","interview, making of, archive footage, based on movie, horror filmmaking, monster movie, movie fan, celebrity interview, film makers, portrait of a filmmaker, repurposed footage, documentary film, mythical entertainment, film making, film critics",2025-02-21
1437609,Redouane Bougheraba - Du Panier à l'Orange Vélodrome,0,5.5,,Redouane Bougheraba - Du Panier à l'Orange Vélodrome,,2.744,/wd4kwLIFIXx7BEB6LqBPEm9Ga48.jpg,"Comedy, Family",spectacle,2025-02-21
1436988,SIN PIEDAD,0,10.0,,SIN PIEDAD,,3.842,/6o9zFko6othtPRoclVnbg2o0oPk.jpg,"Horror, Thriller, Drama, Music","sun, nostalgia, forest, romance, argentina, psycho killer, nostalgic, escaped killer, argentinean cinema, underground music, female serial killer, day, music producer, argentine, trap music, mad killer, ballad, terror, killer as protagonist, music, experimental, experimental cinema, mask killers, experimental music, asesino, slayer, dramatic, kill, musica, asesinato",2025-02-21
1436187,Есента на ловеца,0,6.0,tt35635900,Есента на ловеца,,7.388,/51LRuhNLFxN3QGXsqBGM75nwm1Y.jpg,Drama,bg,2025-02-21
1434243,The Wrong Obsession,0,10.0,tt35685018,The Wrong Obsession,"Lisa tries to mend her marriage with Mark after her old boyfriend, Jake, starts working with her. While Lisa's boss, Sabrina warns her not to get too close, Jake's obsession with her becomes even more dangerous and unstable.",8.491,/9PK7EAv8W44rUM0qc1u7SdoC4Yl.jpg,,,2025-02-21
1422308,Chris Distefano: It's Just Unfortunate,0,6.0,tt33517417,Chris Distefano: It's Just Unfortunate,"Chris Distefano is trying to be the best father he can be but nowadays, words speak louder than actions—so Chris is acting with the right intentions, but not always the right moves.",9.254,/kG8loSHTu2mWefkF54O30Z8gXFB.jpg,Comedy,stand-up comedy,2025-02-21
1371348,Haute saison,0,5.0,,Haute saison,,7.977,/8FXdu938wbLbEUhT2W6RHue2BPj.jpg,"Crime, Comedy, TV Movie",,2025-02-21
1319968,Millers in Marriage,0,7.5,tt32499895,Millers in Marriage,"Eve Miller, a former indie rock singer, struggles with her toxic marriage while growing attracted to a music journalist. Her sister Maggie, a bestselling author, faces marital discord as her career overshadows her husband's.",13.31,/z7UvGuQ8pSs0JJP3QYCAIsNzYXI.jpg,Drama,,2025-02-21
1290182,You Are the Apple of My Eye,302086,9.0,tt33381920,"그 시절, 우리가 좋아했던 소녀","A group of close friends who attend a private school all have a debilitating crush on the sunny star pupil, Sun-ah. The only member of the group who claims not to is Jin-woo, but he ends up loving her as well.",11.524,/dWJQe6HrnLQOZMwxIoahiswhiFx.jpg,"Romance, Drama, Comedy","high school, based on novel or book, coming of age, remake, first love, high school sweetheart",2025-02-21
1236471,Everyone is Going to Die,0,5.0,tt14048164,Everyone is Going to Die,"On his daughter's birthday, a wealthy father's reconciliation attempt is hijacked by two female burglars. A shakedown evolves into a lethal cat-and-mouse as hidden motives emerge, culminating in a life-altering revelation.",9.164,/igBsMZxz57mRPtbYb8DnSVGI93a.jpg,"Horror, Thriller, Drama","psychological thriller, home invasion",2025-02-21
1222049,Nilavuku En Mel Ennadi Kobam,0,6.0,tt30590474,நிலவுக்கு என் மேல் என்னடி கோபம்,"All set to move on with his life, a boy unexpectedly reconnects with his past love in this rom-com directed by Dhanush",12.009,/m8bYdGsLSurj4zFFcnJYxbfJV3c.jpg,"Romance, Drama",gen z,2025-02-21
1196942,Mere Husband Ki Biwi,0,10.0,tt22457506,मेरे हज़्बन्ड की बीवी,"A hilarious and heartwarming modern-day romance set in Delhi, where love, fate, and unexpected twists put one man in a chaotic dilemma. Caught between a rekindled spark with Antara and an unexpected twist with Prabhleen, Ankur’s life takes a hilariously unpredictable turn.",13.564,/fQMBYG4JOD6WN8QzViPYqxuIsru.jpg,"Drama, Comedy",bollywood,2025-02-21
1437397,Un an avec Jordan Bardella,0,7.5,,Un an avec Jordan Bardella,"For over a year, cameras followed Jordan Bardella, an elected official from Seine-Saint-Denis with a meteoric rise in the RN, through meetings, debates, and trips.",3.842,/us88IPMaFykPqHuZ88rBm2pCDCY.jpg,Documentary,,2025-02-20
1437371,The Buskerteer,500,10.0,,The Buskerteer,"With the recent passing of his mother, Anthony, attempts to cope with the grief through the power of music and his dream to perform.  The complete film is now on Youtube titled The Buskerteer, the account is Tom James.",3.842,/bbzoFezz7AP0fNssWMUXCb7xZpJ.jpg,"Drama, Music","grief, music, uplifting",2025-02-20
1437332,The Surrealist Classroom,0,9.0,,La Classe Surréaliste,A student didn't understood...he is in front of the most weird teacher to ever exist.,4.836,/qTVe5HXJ2Pw8kp3jWotS2wyAeKE.jpg,"Drama, Fantasy","classroom, surrealism, surréaliste, classe",2025-02-20
1437254,Pillernes herre,0,10.0,,Pillernes herre,,3.842,/rLZiSUkPQXc6pHMaCDEaE2cdW9f.jpg,"Documentary, Crime",,2025-02-20
1437153,Attempted Murder,0,10.0,tt29297070,Attempted Murder,"When a socially awkward teen, Daniel, discovers the identity of the infamous ""Jack-O'-Lantern Killer,"" he sees a dark path to fulfilling his deepest desires. Mentored by the killer himself, Daniel aims to carry on the gruesome legacy, but his own ineptitude threatens to derail all of his hopes and dreams.",3.842,/tirBQ8CW9LpPVaJXlZx7T0XwOaZ.jpg,"Comedy, Horror",,2025-02-20
1437127,The Metaphor That Became a Room,0,10.0,,The Metaphor That Became a Room,"The Metaphor That Became a Room is a psychological drama exploring identity, communication, and the struggle for self-understanding. Divided into two parts, the film first delves into the protagonist’s frustration with the urge to persuade others, realizing that over-explaining only distorts meaning. A note from the past echoes a hard truth: “Someone’s unwillingness to understand will always outweigh your effort.”  In A Symphony of Unfinished Selves, the narrative shifts inward, revealing the protagonist’s fractured identity. Trapped in a metaphorical room built from illusions and contradictions, he reflects on his dual persona—the social facade and the hidden, lost self. The film questions how we see ourselves versus how others see us and whether true self-recognition is possible.  Through minimalist dialogue and layered symbolism, the film captures the silent tension between who we are, who we appear to be, and who we long to become.",3.842,/j9ONQpZSxhAWSKA5cgumC7RJzlx.jpg,"Documentary, Mystery","self-discovery, identity, alienation, existentialism, metaphor, communication, inner conflict, introspection, psychological drama, authenticity, unfinished selves",2025-02-20
1431362,Block Blast: The Musical Act II,0,10.0,,Block Blast: The Musical Act II,"After the destruction of Block Blast, many become suspicious of the American government. Jacob Crawford has been elected as president, and America is closer to an authoritarian dictatorship than ever before...",2.558,/xtMteC8i1bHavhCvZBULrIURvog.jpg,"Drama, Music, Science Fiction","musical, sequel, science fiction, drama, hwfcu, bb, block blast",2025-02-20
1425010,Child of Kuntilanak,0,5.5,tt35052078,Anak Kunti,"Sara Fitria, haunted by nightmares of a Kuntilanak, travels to the cursed village of Wonoenggal to uncover her past. There, with her friend Azizah and young doctor Majid, she confronts supernatural terror and dark secrets to free the village from its curse.",6.374,/asEy6X6ZL3kYe9YILF5c9mHyxtx.jpg,"Horror, Thriller","boarding school, supernatural, forest, ghost, kuntilanak, haunted, terror",2025-02-20
1421157,Timestamp,0,5.0,tt35500333,Стрічка часу,"Despite the war, school life continues in Ukraine, with pupils and teachers striving to continue learning even under constant threat. The film is a mosaic of the everyday lives of teachers and students from different corners of Ukraine.",6.334,/b49YNh0qTTBbxS7IP4sWdypTKoP.jpg,Documentary,,2025-02-20
1404312,Rahasia Rasa,0,6.5,tt35268785,Rahasia Rasa,"Ressa, a successful chef renowned for his ability to identify flavors with just one taste, finds his life falling apart when he loses his sense of taste. In his despair, he reunites with Tika, a childhood friend who helps him rediscover flavors and passion through the legendary recipes of Mustikarasa. However, the secrets behind the book lead Ressa to a major dilemma: to rise again as a chef or risk his relationship with Tika.",6.98,/4WzfLOftQxV9XmkIGEH2teQLxlB.jpg,"Drama, Romance","romance, love, chef, couple, journey, culinary arts, inherited, inspired by novel or book",2025-02-20
1396296,Afterwards,0,10.0,,Etterpå,The life of a normal Norwegian teenager is ruined by an event she can't move on from.,6.284,/4wmigdx8UdLM2IGX4yYqupeXrK6.jpg,Drama,"trauma, sexual assault, teen drama, gender inequality",2025-02-20
1352026,National Theatre Live: The Importance of Being Earnest,0,9.0,,National Theatre Live: The Importance of Being Earnest,"Being sensible can be excessively boring. At least Jack thinks so.  While assuming the role of dutiful guardian in the country, he lets loose in town under a false identity. Meanwhile, his friend Algy takes on a similar facade.  Unfortunately, living a double life has its drawbacks, especially when it comes to love. Hoping to impress two eligible ladies, the gentlemen find themselves caught in a web of lies they must carefully navigate.",6.464,/xUrWvUVO0IpnJL2bcgd5JEsnndr.jpg,Comedy,,2025-02-20
1312157,CrazyMinded,0,7.3,tt34621892,FolleMente,"How much do we really know about ourselves when we make a decision? What if there are multiple versions of our I within us, each with something to say?",13.083,/sPps037qCts9XDwCaS6j7JsNuEd.jpg,"Comedy, Romance",,2025-02-20
1245728,Peacock,0,9.0,tt29730305,Pfau - Bin ich echt?,"Matthias is a master of his profession. Do you need a “cultured boyfriend” to impress your friends? A “perfect son” to influence your business partners’ opinion of you? Or maybe just a sparring partner to rehearse an argument? Whatever it is, just rent Matthias! While he excels at pretending to be someone else every day, just being himself is the real challenge.",6.759,/rlIRLPCaZUj5J9JzdZczFWQ4uFV.jpg,"Drama, Comedy",,2025-02-20
1226832,Catherine the Great,0,7.0,tt29063653,Екатерина Великая,"The project will focus not only on the empress's state achievements, but also on her natural image. During her formative years and during the main period of her reign.",6.332,/urRbilRNHx1qfqr4y7eeCmXh1VF.jpg,"History, Drama",,2025-02-20
1211726,Red Silk,0,10.0,tt29261344,Красный шелк,"1927 Trans-Siberian Express. Secret documents that will determine the future of the USSR and China are being transported across Russia. Under the guise of ordinary passengers, foreign intelligence officers and real thugs are hiding, ready to do anything for the sake of documents. A young Red Army soldier and a former Tsarist agent have to team up to uncover a common enemy.",6.603,/uqtXRz7sN9hkUSLRveNNVdroQQG.jpg,"Action, Adventure, Mystery","based on true story, trans-siberian railway, 1920s",2025-02-20
765897,The Unbreakable Boy,2500000,5.1,tt5181260,The Unbreakable Boy,"When Scott and Teresa LeRette learn that their son Austin is both autistic and has brittle bone disease, they initially worry for their son’s future. But with Scott’s growing faith and Austin’s incredible spirit, they become 'unbreakable', finding joy, gratitude, and courage even in the most trying times.",10.294,/gD27DMU9jAnjoQp4yoOK2XCjiwN.jpg,"Drama, Family","sibling relationship, based on novel or book, autism, bullying, based on true story, alcoholism, coming of age, family drama, disability, junior high school, pre-teen, christian faith, autistic child, cliché, condescending, disrespectful",2025-02-20
1436860,Uden at spørge pigerne,0,10.0,,Uden at spørge pigerne,,4.585,/4X1ivNnawYYflgbTXrSkoHdnysy.jpg,Documentary,,2025-02-19
